profileid,follower_count,post_count,comment_count,mirror_count
26038,12,7,1,2
18051,12,7,1,2
105153,12,7,1,1
101042,12,7,1,1
26252,12,7,1,1
67343,12,6,17,16
66817,12,6,16,16
2486,12,6,14,1
26415,12,6,8,12
75825,12,6,8,3
14968,12,6,6,8
25391,12,6,6,1
115321,12,6,5,11
17381,12,6,5,7
30775,12,6,5,7
14909,12,6,4,6
99752,12,6,4,3
23098,12,6,4,1
84847,12,6,3,4
30179,12,6,3,4
16034,12,6,3,3
20084,12,6,3,2
15889,12,6,3,2
46258,12,6,2,24
59528,12,6,2,8
74605,12,6,2,6
14920,12,6,2,4
72004,12,6,2,2
24352,12,6,2,1
59774,12,6,1,19
18374,12,6,1,12
821,12,6,1,4
4519,12,6,1,3
31472,12,6,1,3
8777,12,6,1,1
62052,12,6,1,1
64092,12,5,17,17
61591,12,5,16,21
63091,12,5,16,17
62562,12,5,11,15
94401,12,5,6,2
22001,12,5,5,8
36663,12,5,5,7
22618,12,5,5,6
44112,12,5,5,6
30409,12,5,5,3
43222,12,5,4,12
41283,12,5,4,2
3085,12,5,4,2
41298,12,5,3,8
43230,12,5,3,8
63215,12,5,3,6
54133,12,5,3,3
4776,12,5,3,2
95179,12,5,3,2
5506,12,5,2,11
23280,12,5,2,5
67814,12,5,2,4
17455,12,5,2,4
6964,12,5,2,3
61184,12,5,2,2
62187,12,5,2,2
74596,12,5,2,1
60403,12,5,2,1
18829,12,5,2,1
13862,12,5,2,1
39777,12,5,1,9
5420,12,5,1,1
32648,12,4,19,19
63709,12,4,15,18
63359,12,4,14,17
70578,12,4,13,17
101756,12,4,13,15
15357,12,4,13,9
2323,12,4,13,5
1898,12,4,12,28
30282,12,4,12,13
7172,12,4,9,2
5639,12,4,6,24
114908,12,4,6,9
12411,12,4,6,3
113487,12,4,5,8
19330,12,4,4,5
5452,12,4,4,4
379,12,4,4,3
17998,12,4,3,21
16240,12,4,3,8
70597,12,4,3,6
80010,12,4,3,1
4154,12,4,3,1
27201,12,4,2,4
11067,12,4,2,4
46771,12,4,2,2
116604,12,4,2,2
47481,12,4,2,1
53930,12,4,2,1
21005,12,4,1,3
23680,12,4,1,3
5970,12,4,1,3
43290,12,4,1,2
27941,12,4,1,2
54163,12,4,1,2
43288,12,4,1,2
43292,12,4,1,2
36999,12,4,1,2
17876,12,4,1,2
24377,12,4,1,1
28310,12,4,1,1
80091,12,3,60,85
106613,12,3,40,36
61310,12,3,13,15
44728,12,3,9,10
22002,12,3,7,1
36747,12,3,6,31
12809,12,3,6,3
16290,12,3,6,1
28254,12,3,4,3
27069,12,3,4,3
49938,12,3,4,3
66798,12,3,3,4
116481,12,3,3,2
21148,12,3,2,3
17101,12,3,2,2
60764,12,3,2,1
6492,12,3,2,1
55746,12,3,1,7
86333,12,3,1,7
62356,12,3,1,6
56171,12,3,1,4
44410,12,3,1,4
62571,12,3,1,2
5140,12,3,1,2
109939,12,3,1,2
26917,12,3,1,1
6483,12,3,1,1
42882,12,3,1,1
10155,12,3,1,1
31298,12,3,1,1
81674,12,2,72,83
62137,12,2,36,36
5314,12,2,24,29
8517,12,2,5,8
18977,12,2,5,4
46689,12,2,4,8
29442,12,2,4,3
42489,12,2,4,3
37814,12,2,4,2
56015,12,2,3,7
52941,12,2,3,2
31040,12,2,3,1
114006,12,2,2,10
43025,12,2,2,5
18795,12,2,2,2
92971,12,2,2,1
6446,12,2,2,1
37433,12,2,2,1
8503,12,2,1,49
64242,12,2,1,10
44621,12,2,1,9
55751,12,2,1,6
23037,12,2,1,4
66837,12,2,1,4
1800,12,2,1,3
14865,12,2,1,2
301,12,2,1,2
12917,12,2,1,1
44736,12,2,1,1
54869,12,2,1,1
108707,12,2,1,1
11481,12,2,1,1
42519,12,2,1,1
10897,12,2,1,1
101494,12,2,1,1
6878,12,1,15,20
16237,12,1,9,2
48527,12,1,7,8
110009,12,1,6,11
15885,12,1,6,2
88723,12,1,5,7
75308,12,1,4,7
56723,12,1,3,2
114391,12,1,2,14
47054,12,1,2,4
6975,12,1,2,3
81879,12,1,2,2
36978,12,1,2,2
26564,12,1,2,2
28161,12,1,2,2
88380,12,1,2,2
4401,12,1,2,1
106678,12,1,2,1
54519,12,1,2,1
76626,12,1,2,1
46886,12,1,1,5
77036,12,1,1,5
64071,12,1,1,4
46243,12,1,1,3
84941,12,1,1,3
15478,12,1,1,2
19837,12,1,1,2
80302,12,1,1,2
67833,12,1,1,2
2952,12,1,1,1
20043,12,1,1,1
30419,12,1,1,1
4261,12,1,1,1
11688,11,770,31,251
50128,11,760,26,241
53065,11,647,2,71
61099,11,644,2,69
82523,11,325,8,4
30135,11,253,82,1
88836,11,239,1,4
82519,11,226,8,5
82642,11,214,8,1
81633,11,205,19,2
7295,11,183,22,13
47300,11,114,2,52
17439,11,100,8,5
48713,11,99,6,36
33923,11,92,1,12
31810,11,91,5,12
4106,11,89,5,8
15951,11,85,26,11
15463,11,85,3,68
60592,11,78,3,2
59952,11,78,2,2
64204,11,77,2,2
62373,11,76,2,2
26235,11,74,8,24
19351,11,74,3,2
22116,11,74,1,11
22988,11,74,1,4
72123,11,74,1,2
73262,11,72,3,19
36370,11,69,2,21
106468,11,68,3,101
6488,11,67,16,11
59502,11,65,4,7
30326,11,64,2,1
2443,11,64,2,1
91870,11,63,29,5
106489,11,63,4,66
1810,11,63,2,9
92271,11,62,16,3
21053,11,62,5,11
29131,11,62,4,42
20327,11,61,10,5
83659,11,60,2,12
37934,11,57,24,37
710,11,55,6,18
16761,11,49,55,49
80847,11,48,26,11
1059,11,48,5,4
27192,11,47,3,2
71828,11,47,2,16
16362,11,47,2,9
78097,11,45,17,3
31673,11,45,1,1
80860,11,44,22,13
29347,11,44,5,1
49841,11,44,1,4
67551,11,44,1,1
30050,11,43,15,22
4882,11,43,12,9
74433,11,43,8,17
51498,11,43,3,4
85564,11,43,2,1
34565,11,42,3,20
98235,11,42,1,15
17337,11,42,1,1
105024,11,41,17,15
24879,11,41,5,1
31640,11,41,2,16
34692,11,40,12,48
61461,11,40,8,42
41615,11,40,5,3
1041,11,40,3,17
36826,11,40,3,4
21419,11,39,17,2
49317,11,39,9,8
51351,11,39,9,6
79970,11,39,6,20
68747,11,39,4,8
49370,11,38,7,11
106466,11,38,4,97
45987,11,38,1,8
91106,11,37,12,4
103170,11,37,6,5
42355,11,37,5,4
1341,11,37,2,16
95301,11,37,2,3
81419,11,35,5,33
51133,11,35,4,4
51127,11,35,4,4
82905,11,33,29,6
51229,11,33,4,4
106146,11,33,3,93
52584,11,33,3,8
97225,11,33,2,1
84714,11,33,1,2
32567,11,32,7,4
51115,11,32,4,4
51104,11,32,4,4
52585,11,32,3,11
51570,11,32,3,4
52565,11,32,3,4
42872,11,32,3,1
85903,11,32,1,2
51128,11,31,4,4
7680,11,31,2,3
7402,11,31,1,2
45816,11,31,1,2
21943,11,30,6,1
51575,11,30,4,4
51565,11,30,3,4
51550,11,30,3,4
55938,11,30,2,8
51084,11,29,4,4
51596,11,29,3,4
16630,11,29,2,1
114884,11,29,1,2
13113,11,28,16,18
47332,11,28,6,56
26612,11,28,5,10
15655,11,28,5,3
38067,11,28,4,3
21107,11,28,3,13
52590,11,28,3,8
51582,11,28,3,4
51521,11,28,3,4
51602,11,28,3,4
96164,11,28,3,3
55932,11,28,2,4
111452,11,27,5,60
20038,11,27,4,6
51568,11,27,3,4
15446,11,27,3,1
50661,11,26,28,22
49833,11,26,11,12
29005,11,26,10,5
51342,11,26,9,6
42838,11,26,6,4
51129,11,26,4,4
53057,11,26,4,4
51061,11,26,4,4
17585,11,26,4,3
51527,11,26,3,4
51599,11,26,3,4
103432,11,26,2,7
87895,11,26,2,2
36788,11,26,1,2
51316,11,25,11,10
86594,11,25,10,10
40402,11,25,7,2
51291,11,25,5,5
51073,11,25,4,4
51138,11,25,4,4
5127,11,25,4,4
51079,11,25,4,4
51560,11,25,3,4
16820,11,25,3,4
51518,11,25,3,4
2121,11,25,2,3
8822,11,25,2,1
57357,11,24,14,22
51273,11,24,6,4
51284,11,24,5,5
51280,11,24,5,4
51224,11,24,4,4
51057,11,24,4,4
51140,11,24,4,4
51204,11,24,4,4
51056,11,24,4,4
51064,11,24,4,4
51507,11,24,3,4
12202,11,24,2,2
6583,11,24,1,4
85093,11,23,11,24
28481,11,23,11,13
51324,11,23,9,6
51328,11,23,9,6
50683,11,23,9,6
58019,11,23,8,7
28361,11,23,7,10
51302,11,23,6,6
51296,11,23,6,5
51286,11,23,5,5
28340,11,23,5,5
55884,11,23,4,16
51172,11,23,4,4
51184,11,23,4,4
51197,11,23,4,4
51071,11,23,4,4
51192,11,23,4,4
51200,11,23,4,4
13435,11,23,4,1
86273,11,23,1,1
51320,11,22,9,6
51335,11,22,9,6
111173,11,22,8,8
86567,11,22,7,4
86570,11,22,6,7
51299,11,22,6,5
36755,11,22,5,5
37362,11,22,5,4
55900,11,22,4,15
51203,11,22,4,4
51162,11,22,4,4
51250,11,22,4,4
51194,11,22,4,4
51100,11,22,4,4
51221,11,22,4,4
50779,11,22,4,4
51236,11,22,4,4
51195,11,22,4,4
42817,11,22,3,7
54545,11,22,2,4
30953,11,22,1,61
96064,11,22,1,14
105186,11,22,1,9
33534,11,22,1,3
47502,11,22,1,1
67120,11,21,8,15
15909,11,21,8,2
51106,11,21,4,4
51193,11,21,4,4
51211,11,21,4,4
51044,11,21,4,4
51175,11,21,4,4
51150,11,21,4,4
51215,11,21,4,4
51210,11,21,4,4
51114,11,21,4,4
52707,11,21,2,22
31663,11,21,2,6
76029,11,21,1,1
4355,11,20,19,9
86680,11,20,7,13
86396,11,20,5,11
40476,11,20,5,6
17609,11,20,4,4
50229,11,20,2,4
54121,11,20,2,4
34017,11,20,1,3
28986,11,19,14,13
97245,11,19,10,9
114556,11,19,9,6
10720,11,19,4,27
39131,11,19,3,3
15019,11,19,2,11
58110,11,19,1,5
21697,11,19,1,1
19845,11,19,1,1
19220,11,18,13,3
20236,11,18,10,21
87143,11,18,8,7
95964,11,18,2,6
67335,11,18,2,3
49591,11,17,123,109
54500,11,17,11,17
81609,11,17,11,14
2842,11,17,11,12
82233,11,17,10,25
114683,11,17,7,8
16959,11,17,6,5
18934,11,17,6,4
28840,11,17,5,1
23336,11,17,1,3
15556,11,16,9,3
97722,11,16,4,14
37977,11,16,3,2
86799,11,16,2,1
8728,11,16,2,1
15946,11,15,13,7
67912,11,15,10,11
46655,11,15,8,10
911,11,15,4,6
7104,11,15,3,5
18128,11,15,2,2
45450,11,15,1,5
9447,11,15,1,2
35349,11,14,16,11
67483,11,14,9,12
29337,11,14,5,2
24999,11,14,4,19
16289,11,14,4,8
79169,11,14,3,70
107494,11,14,3,7
65747,11,14,1,3
24941,11,14,1,2
97151,11,13,17,11
86672,11,13,10,6
81640,11,13,8,8
78926,11,13,7,10
3265,11,13,6,12
26032,11,13,3,6
1044,11,13,3,2
5801,11,13,2,4
59225,11,13,2,4
80081,11,13,2,2
24203,11,13,1,50
42595,11,13,1,20
106168,11,13,1,2
90339,11,13,1,1
41063,11,13,1,1
35346,11,12,23,16
10079,11,12,11,3
81062,11,12,8,93
22106,11,12,8,2
15665,11,12,7,13
33323,11,12,3,2
69933,11,12,2,23
63059,11,12,2,19
90718,11,12,2,1
46897,11,12,1,9
54841,11,12,1,4
18998,11,12,1,1
11907,11,11,10,5
13152,11,11,7,4
16274,11,11,6,4
15673,11,11,4,8
4917,11,11,2,10
8027,11,11,1,16
115973,11,11,1,1
39864,11,11,1,1
18866,11,10,32,5
101780,11,10,14,38
34176,11,10,9,18
18908,11,10,6,23
55880,11,10,4,15
113189,11,10,4,4
30631,11,10,3,7
54292,11,10,3,2
90411,11,10,2,3
47170,11,10,1,5
76464,11,10,1,5
67108,11,10,1,2
85959,11,10,1,2
71831,11,10,1,2
18355,11,10,1,1
16930,11,9,21,17
17097,11,9,14,9
20360,11,9,13,7
5827,11,9,12,9
23319,11,9,9,15
10764,11,9,7,1
39799,11,9,6,6
40536,11,9,4,4
41986,11,9,4,3
4656,11,9,4,3
41320,11,9,3,24
42235,11,9,3,9
47174,11,9,3,1
16153,11,9,3,1
5252,11,9,3,1
64262,11,9,2,5
89070,11,9,2,4
41366,11,9,1,23
41236,11,9,1,22
61590,11,9,1,17
10894,11,9,1,15
115293,11,9,1,10
76557,11,9,1,1
15423,11,8,16,10
15384,11,8,15,13
25678,11,8,13,3
48728,11,8,6,4
41527,11,8,5,4
1390,11,8,3,3
77929,11,8,2,66
17834,11,8,2,3
50457,11,8,2,2
104013,11,8,1,2
47201,11,8,1,1
62824,11,8,1,1
17234,11,7,13,16
38781,11,7,12,11
21946,11,7,9,5
115608,11,7,8,20
93446,11,7,8,8
17638,11,7,7,3
20502,11,7,5,10
19810,11,7,5,8
7261,11,7,4,8
60820,11,7,4,1
78824,11,7,3,6
9799,11,7,3,3
50226,11,7,3,2
18925,11,7,3,1
12514,11,7,3,1
27023,11,7,3,1
47014,11,7,2,11
12627,11,7,2,3
4159,11,7,2,1
20312,11,7,1,10
4081,11,7,1,3
18088,11,7,1,1
67468,11,7,1,1
115277,11,7,1,1
73311,11,7,1,1
90567,11,6,39,48
68623,11,6,20,21
62623,11,6,17,17
23374,11,6,17,7
17791,11,6,11,4
20433,11,6,8,3
8692,11,6,7,8
102746,11,6,6,7
88616,11,6,5,19
96855,11,6,5,5
6273,11,6,5,1
14668,11,6,5,1
9316,11,6,4,3
72097,11,6,4,3
83026,11,6,3,9
5810,11,6,3,3
28692,11,6,3,1
743,11,6,3,1
40487,11,6,2,1
18437,11,6,1,5
2045,11,6,1,3
3925,11,6,1,3
20256,11,6,1,3
17747,11,6,1,2
16545,11,6,1,2
80111,11,6,1,2
60595,11,6,1,2
16101,11,6,1,1
40498,11,6,1,1
97982,11,6,1,1
100515,11,6,1,1
63559,11,5,17,17
60629,11,5,16,19
63351,11,5,16,15
7714,11,5,11,1
8023,11,5,9,11
19960,11,5,8,3
41170,11,5,7,33
42208,11,5,7,4
68677,11,5,6,4
32946,11,5,5,3
43054,11,5,4,8
14394,11,5,4,3
17253,11,5,4,2
29368,11,5,4,1
17645,11,5,4,1
8950,11,5,3,14
62417,11,5,3,8
19046,11,5,3,8
9139,11,5,3,4
43724,11,5,3,1
62209,11,5,2,6
17330,11,5,2,2
24258,11,5,2,2
54318,11,5,2,2
50039,11,5,1,8
28280,11,5,1,6
26582,11,5,1,5
33000,11,5,1,4
110200,11,5,1,3
83367,11,5,1,3
21904,11,5,1,2
54227,11,5,1,2
47778,11,5,1,1
47902,11,4,17,29
58846,11,4,16,16
61326,11,4,11,11
8105,11,4,11,3
31935,11,4,10,74
100521,11,4,9,10
59064,11,4,7,9
7207,11,4,6,20
197,11,4,6,3
18985,11,4,6,2
6837,11,4,6,1
44907,11,4,5,6
19006,11,4,4,9
97128,11,4,4,2
5320,11,4,3,4
71133,11,4,3,4
92081,11,4,3,2
55420,11,4,3,2
100874,11,4,3,2
5292,11,4,3,2
5307,11,4,3,2
8006,11,4,2,3
12902,11,4,2,2
20160,11,4,2,2
4563,11,4,2,2
36997,11,4,2,2
19658,11,4,2,1
9525,11,4,2,1
13134,11,4,2,1
83892,11,4,1,43
53537,11,4,1,9
54288,11,4,1,7
22241,11,4,1,4
80434,11,4,1,2
37151,11,4,1,2
24359,11,4,1,2
24388,11,4,1,2
96605,11,4,1,2
70877,11,4,1,2
43286,11,4,1,2
111492,11,4,1,2
43267,11,4,1,2
49384,11,4,1,1
26432,11,4,1,1
21570,11,4,1,1
43014,11,4,1,1
67899,11,3,109,24
97163,11,3,89,88
94374,11,3,34,34
23948,11,3,33,35
107108,11,3,11,13
38056,11,3,9,15
26987,11,3,8,6
26774,11,3,7,12
21261,11,3,5,7
28228,11,3,5,5
133,11,3,4,6
4765,11,3,4,3
27085,11,3,4,3
6716,11,3,4,2
23693,11,3,4,2
14348,11,3,4,1
55283,11,3,3,8
27072,11,3,3,2
78912,11,3,3,1
6519,11,3,3,1
69979,11,3,2,18
8087,11,3,2,6
19622,11,3,2,6
50566,11,3,2,5
73642,11,3,2,5
50476,11,3,2,5
6324,11,3,2,3
22352,11,3,2,3
68213,11,3,2,3
15046,11,3,2,3
34212,11,3,2,1
24509,11,3,2,1
57143,11,3,2,1
53714,11,3,2,1
82051,11,3,2,1
35179,11,3,2,1
3924,11,3,1,9
8203,11,3,1,8
49181,11,3,1,6
51706,11,3,1,5
12511,11,3,1,4
25582,11,3,1,2
51480,11,3,1,2
29456,11,3,1,2
1932,11,3,1,2
31614,11,3,1,1
84883,11,3,1,1
74960,11,3,1,1
50189,11,3,1,1
84707,11,3,1,1
42034,11,3,1,1
21850,11,3,1,1
57711,11,3,1,1
68613,11,3,1,1
24741,11,3,1,1
78073,11,3,1,1
80175,11,2,102,26
111870,11,2,39,40
71565,11,2,39,38
87869,11,2,12,13
110684,11,2,9,10
12182,11,2,9,6
8516,11,2,6,9
45168,11,2,6,9
26509,11,2,5,9
5751,11,2,5,5
13604,11,2,5,3
102652,11,2,5,1
37363,11,2,4,16
27629,11,2,4,5
63328,11,2,4,4
92235,11,2,4,1
12201,11,2,3,4
49455,11,2,3,3
21542,11,2,3,2
27053,11,2,3,2
157,11,2,3,1
35999,11,2,3,1
75929,11,2,2,6
50466,11,2,2,5
77846,11,2,2,4
44832,11,2,2,4
12423,11,2,2,3
99961,11,2,2,3
38445,11,2,2,1
29289,11,2,2,1
36390,11,2,2,1
91248,11,2,2,1
45863,11,2,2,1
99835,11,2,1,55
83886,11,2,1,28
77661,11,2,1,8
54948,11,2,1,6
10014,11,2,1,6
46000,11,2,1,5
16299,11,2,1,4
41151,11,2,1,3
44515,11,2,1,3
50515,11,2,1,3
66332,11,2,1,2
86656,11,2,1,2
39942,11,2,1,2
56217,11,2,1,2
10405,11,2,1,1
4635,11,2,1,1
107906,11,2,1,1
106928,11,2,1,1
96818,11,2,1,1
91140,11,2,1,1
6745,11,2,1,1
26868,11,2,1,1
14185,11,2,1,1
16227,11,1,16,22
16211,11,1,14,24
16220,11,1,13,21
41135,11,1,6,9
28044,11,1,5,3
12517,11,1,5,1
88,11,1,5,1
54638,11,1,4,4
2429,11,1,4,2
26457,11,1,3,7
4104,11,1,3,5
10954,11,1,3,2
47806,11,1,3,2
57413,11,1,2,6
673,11,1,2,5
37711,11,1,2,4
107508,11,1,2,3
9956,11,1,2,2
40342,11,1,2,1
52643,11,1,2,1
63457,11,1,2,1
54099,11,1,2,1
7656,11,1,2,1
3288,11,1,2,1
14933,11,1,2,1
50043,11,1,1,34
45501,11,1,1,12
63141,11,1,1,7
113126,11,1,1,4
8167,11,1,1,3
49170,11,1,1,3
8118,11,1,1,2
43038,11,1,1,2
28191,11,1,1,2
5936,11,1,1,2
435,11,1,1,1
112143,11,1,1,1
4072,11,1,1,1
46556,11,1,1,1
82639,10,231,12,4
101658,10,198,54,32
25059,10,186,21,5
53262,10,173,13,15
42058,10,159,2,2
5360,10,132,1,1
115903,10,129,2,15
20024,10,116,27,25
76125,10,107,1,11
20130,10,102,4,1
81422,10,100,24,84
59157,10,87,1,18
114269,10,76,5,33
43761,10,75,2,1
21667,10,75,1,1
11479,10,74,1,1
5466,10,68,6,3
28558,10,67,6,14
98299,10,67,2,30
4610,10,64,1,4
19590,10,62,8,5
19653,10,61,8,6
21181,10,61,6,7
49722,10,61,4,24
19659,10,58,10,5
4992,10,58,4,2
92662,10,56,1,15
23210,10,55,3,3
91899,10,55,2,19
86342,10,48,3,3
76158,10,47,1,4
74968,10,46,1,3
5016,10,45,18,14
14421,10,45,9,27
31007,10,45,3,27
34158,10,44,5,2
32027,10,44,4,4
15890,10,43,1,26
34573,10,43,1,18
61929,10,42,2,5
85772,10,41,37,82
9949,10,41,4,2
1024,10,41,3,20
37407,10,41,1,2
6736,10,41,1,1
7140,10,40,7,7
109800,10,40,6,27
51142,10,40,4,4
50684,10,40,3,8
22182,10,40,3,4
62522,10,40,3,3
49338,10,40,1,17
15814,10,40,1,1
33399,10,39,42,35
16881,10,39,7,6
22298,10,39,2,3
49324,10,38,9,8
106461,10,38,2,107
73920,10,37,1,30
30124,10,36,16,7
16085,10,36,4,1
40162,10,36,3,1
4691,10,35,16,8
101080,10,35,5,17
51259,10,35,4,4
52593,10,35,3,10
52577,10,35,3,4
8231,10,35,1,3
52575,10,34,3,8
21905,10,33,19,11
52573,10,33,3,4
55003,10,33,2,4
106144,10,33,1,18
99902,10,32,32,27
52571,10,32,3,4
24799,10,32,2,13
37883,10,32,2,13
55878,10,31,7,20
28243,10,31,7,2
51116,10,31,4,4
62460,10,31,4,2
51537,10,31,3,4
51564,10,31,3,4
56858,10,31,2,23
32039,10,31,1,61
42191,10,31,1,13
57017,10,31,1,10
55940,10,31,1,2
89432,10,30,5,1
52578,10,30,3,4
103238,10,30,2,25
56213,10,30,2,1
28736,10,30,1,20
50677,10,29,9,6
84090,10,29,7,11
93583,10,29,4,6
51118,10,29,4,4
54095,10,29,3,5
51542,10,29,3,4
51594,10,29,3,4
79170,10,29,2,5
115883,10,28,40,16
51579,10,28,9,4
51572,10,28,6,4
20790,10,28,5,9
15968,10,28,5,3
51613,10,28,4,4
51107,10,28,4,4
51556,10,28,3,4
51608,10,28,3,4
53621,10,28,1,2
15567,10,27,16,5
13389,10,27,5,3
52588,10,27,3,8
51628,10,27,3,4
51515,10,27,3,4
51574,10,27,3,4
51558,10,27,3,4
61917,10,27,3,1
2609,10,27,3,1
44766,10,27,2,5
30415,10,27,1,27
15182,10,26,16,9
51314,10,26,7,6
51054,10,26,4,4
51148,10,26,4,4
51160,10,26,4,4
51535,10,26,3,4
51539,10,26,3,4
51586,10,26,3,4
98549,10,26,2,2
51365,10,26,1,1
46187,10,25,11,4
111303,10,25,6,55
2220,10,25,6,28
26781,10,25,6,7
51310,10,25,6,6
51307,10,25,6,6
51301,10,25,6,6
51593,10,25,6,4
111167,10,25,5,66
51305,10,25,5,5
51081,10,25,4,4
51157,10,25,4,4
51136,10,25,4,4
51533,10,25,3,4
50575,10,24,41,6
51348,10,24,9,6
51223,10,24,7,4
40454,10,24,6,4
51255,10,24,4,4
22838,10,24,4,4
51082,10,24,4,4
51182,10,24,4,4
37243,10,24,3,6
51506,10,24,3,4
51547,10,24,3,4
36772,10,24,2,1
72449,10,24,1,1
23767,10,23,14,12
51343,10,23,9,6
51350,10,23,9,6
51293,10,23,6,5
28083,10,23,4,11
51055,10,23,4,5
51277,10,23,4,4
51171,10,23,4,4
51137,10,23,4,4
51205,10,23,4,4
51163,10,23,4,4
51230,10,23,4,4
111177,10,23,3,48
37238,10,23,3,10
19104,10,23,3,2
69487,10,23,2,4
59381,10,23,2,3
40313,10,23,1,15
96427,10,23,1,14
35880,10,23,1,1
52615,10,22,10,6
20230,10,22,4,8
51253,10,22,4,4
51218,10,22,4,4
51228,10,22,4,4
51159,10,22,4,4
106147,10,22,2,56
26942,10,22,1,1
34011,10,21,35,23
42231,10,21,9,3
66691,10,21,7,4
51123,10,21,4,4
51178,10,21,4,4
51177,10,21,4,4
51232,10,21,4,4
51258,10,21,4,4
51234,10,21,4,4
94617,10,21,3,1
23915,10,21,2,4
47259,10,21,1,1
81285,10,20,62,74
114100,10,20,5,8
58022,10,20,4,8
10617,10,20,1,103
19745,10,19,13,18
17826,10,19,8,4
86676,10,19,7,4
51186,10,19,4,4
80197,10,19,4,4
53814,10,19,2,5
113626,10,19,2,1
72007,10,19,1,1
39918,10,18,13,38
15829,10,18,10,1
15281,10,18,9,15
86435,10,18,8,11
18039,10,18,8,4
17516,10,18,7,7
33599,10,18,5,10
10943,10,18,3,2
80157,10,18,2,1
80202,10,18,1,3
97099,10,18,1,3
81608,10,17,11,12
35683,10,17,9,28
114697,10,17,9,10
21722,10,17,8,6
30729,10,17,6,13
27018,10,17,5,38
89652,10,17,5,10
44233,10,17,5,2
81153,10,17,1,4
108131,10,17,1,1
109921,10,16,13,9
91087,10,16,10,9
112610,10,16,9,10
15644,10,16,8,15
80575,10,16,8,4
16145,10,16,5,4
17142,10,16,4,3
111791,10,16,3,2
5726,10,16,2,2
98556,10,16,1,20
88374,10,16,1,9
21290,10,16,1,7
48024,10,16,1,4
84741,10,16,1,2
82329,10,16,1,2
58885,10,16,1,1
65456,10,15,18,31
77471,10,15,7,2
34678,10,15,5,25
19681,10,15,5,3
17910,10,15,2,7
23928,10,15,1,2
43049,10,14,8,9
53825,10,14,6,23
12720,10,14,3,2
53563,10,14,3,1
26177,10,14,2,6
37478,10,13,23,20
59627,10,13,18,28
66170,10,13,14,9
18061,10,13,6,3
24883,10,13,5,7
20438,10,13,3,7
20692,10,13,2,1
53063,10,13,1,13
28624,10,13,1,6
9614,10,13,1,1
17915,10,13,1,1
61276,10,12,17,129
24197,10,12,7,2
19827,10,12,5,7
20092,10,12,5,1
46254,10,12,4,3
48568,10,12,3,4
20528,10,12,1,32
103250,10,11,8,11
63227,10,11,4,3
22956,10,11,3,12
19177,10,11,3,11
27579,10,11,3,10
16818,10,11,2,1
20389,10,11,1,5
77361,10,11,1,1
34178,10,10,9,22
7617,10,10,4,22
87542,10,10,4,14
23885,10,10,4,4
40759,10,10,3,4
17945,10,10,2,9
534,10,10,2,6
772,10,9,13,5
48461,10,9,10,12
71531,10,9,7,101
115315,10,9,6,13
55875,10,9,5,27
3802,10,9,5,21
6310,10,9,5,1
19612,10,9,4,10
42102,10,9,4,7
6741,10,9,4,4
68658,10,9,3,19
113346,10,9,2,12
18917,10,9,2,10
526,10,9,2,6
4075,10,9,2,1
17543,10,9,2,1
75878,10,9,2,1
15106,10,9,1,1
115952,10,9,1,1
4243,10,8,9,5
11036,10,8,9,4
26228,10,8,7,94
90719,10,8,7,9
40144,10,8,7,2
17087,10,8,6,7
42268,10,8,6,1
93110,10,8,5,9
20721,10,8,5,4
95546,10,8,5,4
39389,10,8,5,1
26685,10,8,4,8
42256,10,8,4,4
59997,10,8,4,3
41574,10,8,4,3
109781,10,8,3,14
36975,10,8,3,2
41593,10,8,3,1
101389,10,8,2,13
65890,10,8,1,18
62831,10,8,1,5
22592,10,8,1,1
68352,10,8,1,1
62147,10,7,22,25
63415,10,7,19,21
66645,10,7,16,10
79917,10,7,8,13
4771,10,7,7,6
8309,10,7,7,3
2562,10,7,6,3
99292,10,7,4,21
102928,10,7,4,8
31650,10,7,4,1
41565,10,7,3,3
5733,10,7,3,1
62299,10,7,2,4
27922,10,7,2,4
4174,10,7,2,1
4094,10,7,2,1
70813,10,7,2,1
18602,10,7,1,6
55559,10,7,1,3
77050,10,7,1,1
57047,10,6,15,15
25933,10,6,14,16
14780,10,6,12,2
45643,10,6,8,14
53571,10,6,8,13
607,10,6,7,1
44113,10,6,5,11
48249,10,6,5,4
20099,10,6,5,2
43187,10,6,3,12
79304,10,6,3,3
37100,10,6,3,1
13436,10,6,3,1
18244,10,6,2,5
94768,10,6,2,3
66127,10,6,2,2
43764,10,6,2,1
54799,10,6,2,1
37881,10,6,2,1
24483,10,6,2,1
61129,10,6,2,1
15467,10,6,1,1
62129,10,5,15,15
38702,10,5,12,18
46562,10,5,12,6
18399,10,5,11,5
90987,10,5,11,4
104648,10,5,5,12
22219,10,5,5,5
23587,10,5,5,1
37736,10,5,4,2
20173,10,5,4,1
42560,10,5,3,20
8328,10,5,3,3
34671,10,5,3,1
53247,10,5,2,3
19466,10,5,2,3
101839,10,5,2,2
5129,10,5,2,2
5793,10,5,2,2
24346,10,5,2,2
45571,10,5,2,1
48000,10,5,2,1
14872,10,5,1,28
41509,10,5,1,26
44521,10,5,1,14
46967,10,5,1,11
20074,10,5,1,7
56873,10,5,1,2
52468,10,5,1,1
115605,10,5,1,1
35004,10,4,12,12
7752,10,4,9,6
26629,10,4,9,3
29080,10,4,7,2
38129,10,4,6,3
